ID,window,serviceby,testID,job_size,in_Queue_time,out_Queue_time,out_Server_time,queueing_time,response_time,isFinished
395,2,cm_01,20150627-190126 pm,1.0,1435446234.75893,1435446234.759216,1435446235.760698,0.000286102294921875,1.0017681121826172,1
425,2,cm_02,20150627-190126 pm,1.0,1435446244.635159,1435446244.635472,1435446245.637043,0.00031304359436035156,1.0018839836120605,1
428,2,cm_03,20150627-190126 pm,1.0,1435446245.605149,1435446245.605439,1435446246.606975,0.0002899169921875,1.0018260478973389,1
431,2,cm_01,20150627-190126 pm,1.0,1435446246.336234,1435446246.33811,1435446247.339538,0.0018758773803710938,1.0033040046691895,1
461,2,cm_02,20150627-190126 pm,1.0,1435446256.67129,1435446256.672103,1435446257.672684,0.0008130073547363281,1.0013940334320068,1
464,2,cm_03,20150627-190126 pm,1.0,1435446257.526496,1435446257.52798,1435446258.529201,0.0014841556549072266,1.0027050971984863,1
467,2,cm_01,20150627-190126 pm,1.0,1435446258.046373,1435446258.046748,1435446259.050401,0.0003750324249267578,1.004028081893921,1
497,3,cm_02,20150627-190126 pm,1.0,1435446275.637051,1435446275.638034,1435446276.639334,0.0009829998016357422,1.0022828578948975,1
500,3,cm_03,20150627-190126 pm,1.0,1435446276.510126,1435446276.511046,1435446277.512353,0.0009198188781738281,1.0022268295288086,1
503,3,cm_01,20150627-190126 pm,1.0,1435446277.830272,1435446277.830635,1435446278.833917,0.0003631114959716797,1.0036449432373047,1
533,3,cm_02,20150627-190126 pm,1.0,1435446284.973088,1435446284.973414,1435446285.975379,0.00032591819763183594,1.002290964126587,1
536,3,cm_03,20150627-190126 pm,1.0,1435446285.386596,1435446285.388382,1435446286.388653,0.0017859935760498047,1.0020570755004883,1
539,3,cm_01,20150627-190126 pm,1.0,1435446286.41264,1435446286.42071,1435446287.421867,0.008069992065429688,1.0092267990112305,1
569,3,cm_02,20150627-190126 pm,1.0,1435446300.3213,1435446300.321766,1435446301.324787,0.0004658699035644531,1.0034868717193604,1
572,3,cm_03,20150627-190126 pm,1.0,1435446300.875441,1435446300.87827,1435446301.879668,0.002828836441040039,1.0042269229888916,1
575,3,cm_01,20150627-190126 pm,1.0,1435446301.474492,1435446301.474968,1435446302.476783,0.00047588348388671875,1.002290964126587,1
605,3,cm_02,20150627-190126 pm,1.0,1435446311.577089,1435446311.578106,1435446312.57927,0.001016855239868164,1.002180814743042,1
608,3,cm_03,20150627-190126 pm,1.0,1435446311.950259,1435446311.950573,1435446312.952091,0.0003139972686767578,1.0018320083618164,1
611,3,cm_01,20150627-190126 pm,1.0,1435446313.624968,1435446313.625332,1435446314.62644,0.00036406517028808594,1.001471996307373,1
641,3,cm_02,20150627-190126 pm,1.0,1435446325.67438,1435446325.674703,1435446326.676341,0.0003228187561035156,1.0019609928131104,1
644,3,cm_03,20150627-190126 pm,1.0,1435446326.954729,1435446326.955721,1435446327.956643,0.0009918212890625,1.0019140243530273,1
647,4,cm_01,20150627-190126 pm,1.0,1435446328.746814,1435446328.747117,1435446329.748599,0.00030303001403808594,1.0017850399017334,1
677,4,cm_02,20150627-190126 pm,1.0,1435446339.824838,1435446339.825868,1435446340.827121,0.00102996826171875,1.0022830963134766,1
680,4,cm_03,20150627-190126 pm,1.0,1435446340.768283,1435446340.770218,1435446341.771496,0.0019350051879882812,1.0032131671905518,1
683,4,cm_01,20150627-190126 pm,1.0,1435446341.839844,1435446341.840257,1435446342.842265,0.00041294097900390625,1.0024209022521973,1
713,4,cm_02,20150627-190126 pm,1.0,1435446356.815673,1435446356.8166,1435446357.817778,0.000926971435546875,1.0021049976348877,1
716,4,cm_03,20150627-190126 pm,1.0,1435446356.967215,1435446356.968184,1435446357.968651,0.00096893310546875,1.0014359951019287,1
719,4,cm_01,20150627-190126 pm,1.0,1435446357.812331,1435446357.814154,1435446358.814878,0.0018229484558105469,1.002547025680542,1
749,4,cm_02,20150627-190126 pm,1.0,1435446377.193242,1435446377.193507,1435446378.195744,0.00026488304138183594,1.0025019645690918,1
752,4,cm_03,20150627-190126 pm,1.0,1435446378.304686,1435446378.305208,1435446379.307282,0.0005218982696533203,1.0025959014892578,1
755,4,cm_01,20150627-190126 pm,1.0,1435446378.670568,1435446378.671081,1435446379.67268,0.0005130767822265625,1.0021119117736816,1
785,5,cm_02,20150627-190126 pm,1.0,1435446389.521192,1435446389.521471,1435446390.525203,0.0002789497375488281,1.0040109157562256,1
788,5,cm_03,20150627-190126 pm,1.0,1435446390.292786,1435446390.294021,1435446391.295259,0.0012350082397460938,1.0024731159210205,1
791,5,cm_01,20150627-190126 pm,1.0,1435446390.777413,1435446390.778075,1435446391.779427,0.0006620883941650391,1.00201416015625,1
821,5,cm_02,20150627-190126 pm,1.0,1435446405.09093,1435446405.092075,1435446406.092385,0.0011451244354248047,1.0014550685882568,1
824,5,cm_03,20150627-190126 pm,1.0,1435446405.341506,1435446405.344729,1435446406.345996,0.003222942352294922,1.0044898986816406,1
827,5,cm_01,20150627-190126 pm,1.0,1435446406.323554,1435446406.324891,1435446407.326476,0.0013370513916015625,1.0029220581054688,1
857,5,cm_02,20150627-190126 pm,1.0,1435446421.079968,1435446421.080167,1435446422.090125,0.0001990795135498047,1.0101571083068848,1
860,5,cm_03,20150627-190126 pm,1.0,1435446422.401067,1435446422.401416,1435446423.403174,0.0003490447998046875,1.0021069049835205,1
863,5,cm_01,20150627-190126 pm,1.0,1435446422.886643,1435446422.887637,1435446423.888662,0.000993967056274414,1.0020191669464111,1
893,5,cm_02,20150627-190126 pm,1.0,1435446435.653195,1435446435.654539,1435446436.655897,0.0013442039489746094,1.002701997756958,1
896,5,cm_03,20150627-190126 pm,1.0,1435446436.899909,1435446436.900468,1435446437.902673,0.0005590915679931641,1.0027639865875244,1
899,5,cm_01,20150627-190126 pm,1.0,1435446438.50953,1435446438.509905,1435446439.512,0.0003750324249267578,1.0024700164794922,1
929,6,cm_02,20150627-190126 pm,1.0,1435446454.089065,1435446454.089298,1435446455.090678,0.00023293495178222656,1.001612901687622,1
932,6,cm_03,20150627-190126 pm,1.0,1435446454.942698,1435446454.943683,1435446455.944683,0.0009849071502685547,1.0019850730895996,1
935,6,cm_01,20150627-190126 pm,1.0,1435446455.595498,1435446455.597279,1435446456.598497,0.0017809867858886719,1.0029988288879395,1
965,6,cm_02,20150627-190126 pm,1.0,1435446468.321526,1435446468.32185,1435446469.323557,0.00032401084899902344,1.002030849456787,1
968,6,cm_03,20150627-190126 pm,1.0,1435446470.594199,1435446470.594444,1435446471.596687,0.00024509429931640625,1.002488136291504,1
971,6,cm_01,20150627-190126 pm,1.0,1435446471.841654,1435446471.842056,1435446472.849692,0.0004019737243652344,1.00803804397583,1
1001,6,cm_02,20150627-190126 pm,1.0,1435446486.627426,1435446486.628013,1435446487.630355,0.0005869865417480469,1.0029289722442627,1
1004,6,cm_03,20150627-190126 pm,1.0,1435446487.845178,1435446487.845451,1435446488.847449,0.0002732276916503906,1.0022711753845215,1
1007,6,cm_01,20150627-190126 pm,1.0,1435446489.857653,1435446489.859017,1435446490.859569,0.001363992691040039,1.0019161701202393,1
1037,6,cm_02,20150627-190126 pm,1.0,1435446503.989192,1435446503.989565,1435446504.991184,0.00037288665771484375,1.0019919872283936,1
1040,6,cm_03,20150627-190126 pm,1.0,1435446504.642519,1435446504.642835,1435446505.644428,0.0003159046173095703,1.0019090175628662,1
1043,6,cm_01,20150627-190126 pm,1.0,1435446505.565614,1435446505.566167,1435446506.568459,0.000553131103515625,1.002845048904419,1
1073,7,cm_02,20150627-190126 pm,1.0,1435446518.577202,1435446518.577678,1435446519.579456,0.00047588348388671875,1.0022540092468262,1
1076,7,cm_03,20150627-190126 pm,1.0,1435446519.897907,1435446519.900995,1435446520.90164,0.0030879974365234375,1.0037329196929932,1
1079,7,cm_01,20150627-190126 pm,1.0,1435446522.180754,1435446522.181116,1435446523.186311,0.00036215782165527344,1.0055570602416992,1
1109,7,cm_02,20150627-190126 pm,1.0,1435446533.563634,1435446533.56397,1435446534.564652,0.0003361701965332031,1.0010180473327637,1
1112,7,cm_03,20150627-190126 pm,1.0,1435446535.339977,1435446535.3447,1435446536.345893,0.004723072052001953,1.005915880203247,1
1115,7,cm_01,20150627-190126 pm,1.0,1435446536.326674,1435446536.327621,1435446537.328658,0.0009469985961914062,1.0019841194152832,1
1145,7,cm_02,20150627-190126 pm,1.0,1435446546.120673,1435446546.120889,1435446547.122939,0.00021600723266601562,1.0022661685943604,1
1148,7,cm_03,20150627-190126 pm,1.0,1435446548.132308,1435446548.132922,1435446549.13436,0.0006139278411865234,1.0020520687103271,1
1151,7,cm_01,20150627-190126 pm,1.0,1435446549.077102,1435446549.077353,1435446550.078642,0.0002510547637939453,1.001539945602417,1
1181,7,cm_02,20150627-190126 pm,1.0,1435446562.857181,1435446562.858001,1435446563.859482,0.0008199214935302734,1.0023009777069092,1
1184,7,cm_03,20150627-190126 pm,1.0,1435446563.352933,1435446563.353198,1435446564.354488,0.0002651214599609375,1.0015549659729004,1
1187,7,cm_01,20150627-190126 pm,1.0,1435446564.218526,1435446564.219091,1435446565.220677,0.0005650520324707031,1.0021510124206543,1
1217,8,cm_02,20150627-190126 pm,1.0,1435446574.873278,1435446574.873675,1435446575.876557,0.0003972053527832031,1.003279209136963,1
1220,8,cm_03,20150627-190126 pm,1.0,1435446575.803685,1435446575.804041,1435446576.805772,0.0003559589385986328,1.002087116241455,1
1223,8,cm_01,20150627-190126 pm,1.0,1435446576.913785,1435446576.914804,1435446577.916101,0.0010190010070800781,1.0023159980773926,1
1253,8,cm_02,20150627-190126 pm,1.0,1435446587.329932,1435446587.330148,1435446588.342514,0.00021600723266601562,1.0125820636749268,1
1256,8,cm_03,20150627-190126 pm,1.0,1435446588.807179,1435446588.807553,1435446589.808675,0.00037407875061035156,1.0014960765838623,1
1259,8,cm_01,20150627-190126 pm,1.0,1435446591.580185,1435446591.581341,1435446592.582533,0.0011560916900634766,1.0023479461669922,1
